review_id,predicted_star
SE3NWk7exO4LhLrG-4fq8A,4.0
HDjbIqJJNqgOLezeikEA_w,4.0
_TrAAObnxO9ZHfY6twWB1w,5.0
jqjtghMH3Uy6mGYk7k9Heg,3.0
0c4Tn5kRB09dByvmcEWxbw,4.0
okNCshpjPBrFgjiunPw5_g,4.0
FoXJaw6So0q8aCDN4vaKyw,4.0
9EDZCpuBFus-WvnCEtSkvQ,4.0
Ng_IzE5v-VYK5f9e7ms0Gg,4.0
ETMe89vR_YlfBk0rHFc_rw,4.0
RyuGo6frJAt4NsgMN5VU8g,2.0
3ANCbVZXv_vG_KqCg5BUaw,5.0
xwML8vR6YLG6MWGmBy-G4g,4.0
nSblsfBmK_DYWKB2R9btNA,4.0
MfaGwegYcwbizHGmlRlJRQ,4.0
uB2rzQJA4FAWAjYhsiR30A,5.0
AAP8sBo0zlBOpvU8y2_p5A,5.0
NR3Y2T3WkgNgsDwNsbhNHQ,3.0
oYsfLKdzFX7Oz7B0txpN8w,5.0
lfFvyb8IUKtfKu8syx_4oA,2.0
oshK90_my5s8KNuP33vnEA,5.0
gKMdJFV51LToZaHd1UtTzg,5.0
g_huWJuj-h5ySOH2ptKRaw,5.0
tfEu4_7fiO_OiO9FZFxTWA,4.0
HUB8NNuDRh0kKS6FrvEKQg,4.0
KIHbG9EbqSTPJFZw_K4bYA,5.0
6nCCIrBRiG2IfPXUb6cPYg,5.0
DZYU6yP_Yq8UuD7OXEuT8g,1.0
0bcvLyr-3xNyM4-DerzIlw,2.0
5ep5KrxQmkS9Q-yYfvut2Q,3.0
UwzEwBwsUBek6Vn2mcROqQ,5.0
q-s-HpObKNYE0IkdKpOnpg,2.0
1z-33lDxrO8uend0FmMU1g,4.0
dqv_dtd1GEcQjbWUxBKqCw,5.0
ogmQFgCfqkVQo_iFIaILOw,4.0
tTHjCJvQQwCJN8-GcZOgZA,4.0
00Pf9TlMZBgn5EziQAlFKw,1.0
C4rcjVQObI5NiiPgjKxHnA,5.0
w34XkHL2ZSRS5eYoizL8bw,3.0
27fpU4WKZqljgI1o7VykDA,2.0
r-oTncAg_h0UC5W33SOM7Q,2.0
69yY48SDj-UDCKlGgn-nqg,4.0
BNNhg9tZcsadQWFT_gQfRQ,4.0
-RAazFUrFwjK72WEYMl9Nw,5.0
-spAj4A-zp7X7wHFiwz4HQ,4.0
IH3xRXwygeYH8orFRXfWCQ,3.0
ryffeSsvjQ_NzJMeaPFjpA,4.0
WRPCyUZ8U60vjNtN9LnQIQ,3.0
7McmKPDZ3OAgZZktQdx8cg,3.0
2YRVyeg-5pXkZ5K2LkBESw,2.0
tQV6GirvH1dYjFsGR50xaA,5.0
y1qRSXr3R1i8RNKZ-IKtIw,2.0
GCb1Auf_SlJo5uwSBETRNw,3.0
Ftie-79aDeaDzu3mkyAwZQ,4.0
p7vMNCPpUNxaskI_o6pupQ,4.0
a_Ilvo1En3VZ3bTSK-KwpA,4.0
gS_wbCsqXHp_gK7U7iLzFw,5.0
d616vNp4tZoaz-FV19bbjA,4.0
u6MYBUH_KJ3bK5RCPE8T6w,4.0
sIiiPu0WI1UC8qBj3wmERg,5.0
knTxVd3-ppOA5COtoU_Tpw,4.0
ecIhFFhZPQ_FhohQLR2ONA,5.0
gB7ZjbwvlSBWfPawBDCO0Q,3.0
bCTpKGXgtUxGHECnMyj5SQ,4.0
7ja6sCCLWSLVy52SmIcJ6A,5.0
qsMxFj7qzvzuuVJQnHBdvQ,5.0
yWJ0y8okzShoIah34ACuiQ,2.0
6ffxoZJdP6A0jW7cTxHQgA,5.0
PvgwlfXwBMvIuj3J-qA01w,4.0
2nWkb-Bnur3e4FCs8l7epQ,3.0
aBlbhUUd100tyPAYvurQ6A,4.0
cqS3v-1UxNcKLSgclap-ew,2.0
fZw6oyjD7H8wEJ6CjrTDWg,5.0
JTRlswjrk4RhGK88Kja4eg,5.0
uPc5Vo9qD3b0nH-vm60Itg,5.0
YUcLjdBMz_kGe84UbTk-cQ,5.0
7V5w2_WN2uOUsBL5-81pVA,2.0
_QPkW7xogLyiUl-7twR2lw,4.0
YQFi7qArAT_6XPoJM876mg,4.0
eWxuonb23WJ5lZK_keGssQ,4.0
raanYS04IA93V6KcL9vbdw,5.0
whbIDGqZj9zHd4EpLbhGpw,4.0
xwntN1JZWkF_PQqI3kixgQ,3.0
aq_fEdI61JYMgPCKj1VCSg,4.0
g1oGs0_gJKWHtU6Fm6CgoQ,4.0
NxlXku1BqXomnLGE-ln_Jg,4.0
lCisZXXXFOvidyjzj4Gfog,4.0
0dKXlRY-YpVxhdmTzzsTGw,4.0
43Ov43XABDfT8GsNjNt8yg,4.0
TGjPcGGwonB-prVjdSeMrA,4.0
yuZ7iAgI3qp8kANqQVnglg,5.0
Bu50-egt-4uska4t4FfdMQ,5.0
SgRgtW6zMqPIGQ6AmXtCgQ,4.0
lvM7-zg-PPeYO8nDeAL5Ng,5.0
N6j9wXudDYwJCX2rGKwOEQ,4.0
TfaSk3HVV5aCo05vMOl5Ig,5.0
xlPygHPd9kcUkW0VEGPX1w,5.0
_7Qu_cKq2HoGVUwECSf_aQ,4.0
zaU1xU0vmOSH4WpiATMEiw,3.0
8t7Q8pk3rzkfiOkU-ilo7Q,4.0
iMBnX5AlbVtWc_8vNwgrbg,5.0
nc7_TBoHXQLIrbAlef5dcA,5.0
x8SAjegcF91kVRfjCsyIpQ,4.0
hMvIuKaaYeNdXDzxuGv6oQ,3.0
vyHsTVhpieP7YqEyZSwdoQ,4.0
Hau5rQE3oS9c0ugozQilbg,4.0
PFEe-ccO0dRs0VA_UsD9Yw,5.0
5L_gla6vT71M3tC5vXfoBg,3.0
atPgxfKbM3btqjtKDUBOUA,5.0
y-Mh7U0Toj6ZSkQGc7IwrA,1.0
sTwruoUXia1b5CjPEhf75g,2.0
KRLCuL2hQidWuG3m6ZqlgQ,5.0
6E7K3_y22A_ASR0ROwGrNA,1.0
WF9RBZJFe2aJtNAIcD1PGg,5.0
-e2dqRuOqTThRCVGZz_NaQ,2.0
oPLS_C_3sp2P5A2YsQhEDA,3.0
KE9k35mdHDhyE7egko9BFA,3.0
8sLmXiQo1IL5jf_RXga5Ow,4.0
_YsZpNXj_cGyxDxquGRVZQ,4.0
ORf2AcipZdRtZdVCiSBJEQ,3.0
bDyLAQhLTg9Yvlq138aBww,4.0
QS-dOhBRHj5LunLYT5RcAQ,2.0
hdn4KTwKRgHLdOgAiCdMUw,4.0
ItP80GWFEEgv9tIUgc3jbQ,4.0
il8fBri2cJpeDsb0BV-85Q,4.0
kX0LHhgUw9hgqJUrQDIuFw,3.0
sBn1rOr4EtLJuAq5WLyN9A,1.0
8qP9Mjpu4Mz5gNAtaCfBMg,4.0
luVS_yYDsFXBnE1nv5bnmQ,5.0
GmX3KFclITi1o9WcIE41tA,4.0
JB7bnppWqpehZR82iJYeSQ,3.0
AMaGNol40NKx9y8wmyIeng,3.0
rhTpnuIFmrCDUxJCVAIPOA,4.0
yQzCg4GHW53Hda8vPwTGpw,4.0
LS36Wbd5VwhvNFX1_Rz5qg,5.0
UILGuAXoC-5pQ41S14fCEA,2.0
tnRANoyLhd2vMI8w6a_ihw,5.0
o8pqzwyqJPTBL7malQfN-w,5.0
IbvLNz9GymyvmadzgMIJvg,5.0
1fR98ukP9yg06kAG0sh8ZA,4.0
QBcGdc66ZRx1THNcVeb4FQ,4.0
8g5rWu6QCqq2b3T9JoGBdw,5.0
4xGowZYxfhkkWC2x03q_oQ,5.0
-LvhiKfXhftUA9BuNWApiw,4.0
nfUvohPybH1ioM1bk0YyPA,4.0
EPGK_LlQqR3qF0ePGBBpCg,4.0
ljQEV-vfrZZjuJZGpjADBw,4.0
iJ6F896oatQQSWv_ev2cAg,5.0
fMUuJceaT0QzArpfY5ndsw,4.0
ZcY3WOYOQwaiA2m10vM44Q,5.0
gkge2Oa0GC79ZCL_Z7poJQ,4.0
0yDrJKATUKHf36Nw5OUyTQ,4.0
Zs_-mRPAZqXcUSwdYQPvjg,5.0
5VrxFU-AyNlKinU6oI_CHA,2.0
agnkYf5jF4iI69Y8ERMIUA,3.0
VyHhdwFe-0ECsqeejOSQcw,5.0
CGqFTUUMqLMUEodTIDLsDg,5.0
Pc7hFaa3nnGfEjAY4mHdoQ,2.0
t_GJJHy7c7g55rbHJA4OOg,5.0
bWHL3ORJYaxvERw8s-y76A,1.0
BP2r8LIjlIUO9buIKj9PQg,5.0
9ERElR4hOC6EhhkHIm1fCQ,5.0
ED78WVpMZsx52fqeQuWHqw,3.0
uU8_a79MtCEUArRrYcx3lQ,5.0
QN1kY4KM27wQ-Egg-Q02oQ,5.0
15QfoOZy40TbXAUM6z4iPQ,4.0
2vOajUsms2EThyWmeGoD4g,3.0
J5SDPZsirwZnn8m1N08tIg,2.0
Hy065tKBjPUsPfovVVYAWg,3.0
Vzse5Wz-bIHFNJQyEhaRaQ,4.0
JSkZjOwGDfYieE3XkpXZiQ,5.0
edpko6tgvMTiZrigKVkB9w,4.0
cEXgwSaEwHa4164uAW40Ug,2.0
bH6bd3b8PFU8AxLVDRASAQ,4.0
vLVTHAwJaePJDcSbNNE-dg,2.0
TcGwsh4SpGOw_e3gj60XBw,4.0
5OAEjbzu6E9TVCGdvkGktw,5.0
mljJ6P7VMkG4mojb94xqiQ,4.0
jw9UmIGMPVoUcHBY7wbBRQ,5.0
9rE0O62gZ1roptti2ii1EQ,2.0
wN60MSvRif3ArcUX7wDkvw,5.0
tycq2tBZWlvyxlxDsFIpXw,4.0
Z6U2A5CMp9aUdV76cM6Bwg,4.0
KzcoLHYyeO66W2txtp1mzQ,4.0
EwRYRSv-FJFitiIOSm52GA,4.0
Qjilv2UYXvS1PcSQC2k6_w,3.0
H8VhnDNVSTWrqjhH--uYuQ,2.0
iO5FprdZjNqm7fnxJbK2MA,4.0
qv67xLMMnkSf6f3ZlLOCzg,5.0
fzabwPkqTTKDKTcsbIKjZQ,4.0
FBOYzGS7Agj3BDhO_BNa7w,2.0
zVOLZB4UqfQAmPzi9Qtdmw,4.0
7hVfuxQlAXlfB7-2bR81WQ,5.0
lnFmTtddlWZCl8KefYFKDw,4.0
sgzxigkkqyrG_Uj5XjT2AA,2.0
nKZn4WI3wxjmJbY1ilmFEQ,5.0
dRTEl5TM0dwMTjUXLbMDVA,4.0
-gkSwqa3dojpiBklW2I0Fw,2.0
541CWhbgrbtQQMaByYAT2A,3.0
EPjR70ifrmtYNJXrqCz7MA,4.0
lapSdnhL_eIv5mXdOP6_DQ,4.0
ubyrG58mx2E3T8nBpTXPOg,5.0
D_FBl9xRfUwaI-XvJWpR6w,5.0
e_Tc7Ord6f34w2Y91Vq03w,3.0
QZgl-h8aaHpkZihrQNFFCw,1.0
4xK1xqwAa0zCNGnnhDuAGQ,5.0
msFgvoCzR_DYw9KfYfBJzw,4.0
SZLU9077Qkim0BVt8ArupQ,2.0
JYfspG-ACLywtoHgZd80gA,4.0
PAYiEsMsr37b6mlAaoBZxA,3.0
8nogXkKLsH1qOZsT5AnAqw,1.0
beVemasoXtCvTsi45UOfeQ,4.0
jyAo8DZIRGDMBsadtEe-SA,3.0
iPjtKyzy1rhWla3Q0znIyA,4.0
5R9dHLBl9mOw5YUzxz5NaQ,4.0
9vbjvTMW0Ixv1UnRIbHHaQ,2.0
xHwTKVMNrwExZ484CSjUOg,2.0
avsCvUNS8rL0vjcqvahCYg,5.0
enqFRS99xyS0K0oAJF_f4g,4.0
zhFnH16_gIixWkPJU8cwHQ,2.0
rnuEeuP0MvbsG9PRH6SqJw,3.0
p14TY4OzVhm6U8T6NX1BaA,5.0
zGAvrElaD6VX0heJuWvGTQ,2.0
vCv-e0PRg-ckRL2-KU0sJA,4.0
WnCFVuoe3zqi6OvZzJ7m7g,3.0
n1MnmhP5tqIKUgr7DT9qmA,5.0
GEbK7dagj7kMiZ6dau790Q,3.0
d4Z7hH1QEGfngCXdvayFQg,4.0
-UmwvLs11Hqekcc9qY9law,4.0
IwPCrqxU2mWSZnmuwSTjHg,5.0
aiqSdDRU17JTDD2l8jTKvg,4.0
NuNM420iR5gDRtJkTewdUg,4.0
8nkHsOgwQHX-wqKxAIhUBQ,4.0
LpIIeMzeILAplYee1g6Pxg,2.0
rnBPGIX-5VkKvU9dGO8iNw,1.0
VJ8NG2-TbfpOqqvLY-02aA,1.0
WvsHLKEfMiYgerg1RP8P7A,4.0
Asc2tpdAmDWya_JH7loLZw,5.0
dJUEoBOFuolhfen-upo9Dg,5.0
DGKggTNAjVJTThjqRPyQBA,5.0
99OnGvt-cSss3a4yMcz0jw,4.0
793LnYKsqZTPOnBy708tSQ,5.0
OEMH5hi_6AlUzT9mnF_rVQ,5.0
fIKyWEq32KYWhKvb1sB93Q,4.0
xvEod3IqZz0iricm4C-GNA,3.0
RKrA8HwcfrPXuSrkJM90pg,1.0
bH5T1cCGVBWpKdWkMaEVMQ,5.0
yTqQpJCU7vi9mmdcz7fBfw,1.0
99Vrj00H4mgtk7WXSu5xmw,2.0
-mxkJQMfU6nne9yQar4IwA,4.0
U4QXL0BTd5dI8g35YgWRFw,3.0
RNz5OqqUCB7KOV0NE78d0g,5.0
V7_8vZWf4tLNFpmRKUIvdA,5.0
sDLlDj6MvxwJOvAe38JXhg,4.0
BFuFPu6Ygz8S-4jB-NKo8Q,5.0
oXDoto8RXqbsY7mJGDMq4w,1.0
i_kduNsyFylJ4Vw-_7Jxkg,5.0
-IGjhXkIbrUMuh8aTD9v_A,4.0
2yFOuuevvviZ7NE-F_6-vg,4.0
bDLvAJw9TSkLXHGvDUbuAA,3.0
Kb45k_XQiTIgR70ZVBYVfQ,4.0
hoJsPhesAsTkvVhO0wxa2w,5.0
ggCWrRSft3UJMEEnoUBWpg,4.0
F_Sapx6DwvuUDFDgP6j1UA,4.0
IoA2FnNmKv41TdVVwqpy-A,4.0
HN0uHI5Q0p9opm3W0eOjRA,4.0
xJEu7cOGIajtS3kP8bdbGA,5.0
HkiZu4bLNEn61DkDV-EbzQ,2.0
UltN0h2g5llf90JRDQ1HwQ,4.0
B2NdbO00elXypAsQN7wCIw,3.0
SEaVXVFJJicIQKDKOw9cwg,4.0
3u9W8jVs3efkaNjD9oZN9A,2.0
m4qUrZcQ8pkGb5HQcJWwTg,4.0
firgp5O_3-wui9RWrOJyOg,3.0
MiMN_QvN21eEE9gTqZ3Ftg,4.0
HOz9kSZD193XJu6tvlFEgw,5.0
knwV8T9iAiJXnOaRi2vzvw,4.0
MTWL0m9hUTQyzmRrtchPog,1.0
jFVxVJvvax9AiSW4TOSj7A,4.0
66Czr9QE4VntHzrgX_nK6g,1.0
pHqwpdbiA5h2OKFX4L-kSQ,4.0
jzguOEGcFmPTcPHHM_h1iQ,4.0
xzzc3hZmI0gqcrqmfw7NqA,2.0
YH7e0BW12_1L-jIcLormOg,2.0
uys3yUHHVPUH7yKeqlgolA,4.0
Dst2RA3k9V8wbbtR2z4vnQ,2.0
DJcPwQq25M2yjidEi4rDEg,5.0
r1n7ip-669sExoQ9Qcoh2A,5.0
Tu5bYnBnx-DMOyjXJX3smg,4.0
axFdsrRNeDCppCQ7kKWBXg,2.0
S4omMSi18I3E2eqbSJpnog,5.0
bHx-voHbZ6kLEbPT9J-73g,5.0
NAqJ1ZEU2nGYqUafvdxXJg,5.0
WRv45hLTuwjDYGz6SGObGg,5.0
xHRjLd_1qTst30IDqRh_Fg,5.0
ZuxIPPl1dgs9ayUdrFtSrQ,4.0
KdzmcTT84DxyXKiWbfLTjQ,4.0
1nGTGhyeH00KZ66pKwc72Q,5.0
JBY00r4Dadn7cZt6VmINmw,3.0
xEu2QJNFazAZUBIRNexdTA,4.0
W6LD8whJqv6YmX61qGmgGw,2.0
luaRiDaGiMN3e643VDLJZA,3.0
0lrix8A9tm3wYXdr64mXdQ,4.0
eckcHJ7GD-k4VqEp0l4Dgw,4.0
an_0scMbTftoYk7K9JWNvg,3.0
J-0lDIckojmC68ilsFtb8w,4.0
3nh0URvidRp7-dHjxUHbAQ,5.0
SomPd3Dz3PsKbW7N03asDA,3.0
U_omfMgonDj4Uol4BdKxfg,3.0
NyGzFpQxBQNQvFrssoN4zA,4.0
YOUp5doQbr2nXXO1QnEa_g,1.0
pjBDBGJ91h8qo3NQCqEcgQ,3.0
HcXeABZsqU9rD_EUXafzow,3.0
QMX70aZ8RkYricQqH0cEIw,2.0
Efuc5PTl-t-C6Xa0vewDAg,4.0
mgLE-eP2U6D3049YIUcwdA,5.0
vzKcplwzv2fftLfuTBZAdw,2.0
yJANb2O12mTw7SzWWwnVug,4.0
gjUQG8ifOAn97wTQXi2EFA,2.0
4HCwnWoXodZcJXcMH95xnA,5.0
OnfTSY3vY1hR485SeayZUw,5.0
ZJs0lzfiEYeF8iZ2BSzpVw,3.0
NOUtPdvKAjhXXbZSKXsK1A,5.0
W7HeDJHs-aG8CT4fnFubig,5.0
3A2Hnc69sQlQcd9Ij7NCpQ,5.0
TSammZ0ZM7DtJ0nKlpv4zg,5.0
tG3kDiCbCg42HCgeF48csA,2.0
Kj93aHRMRaadIUTgPDIFqA,5.0
5WycUS2qp3UXnDiNR6zKgA,3.0
i_lyb817znzVrrrcDSMH8w,5.0
S24EIsK5OJHC1ncUxw3DMQ,5.0
fgMlf0g2OHHt-q6b3gjktQ,2.0
PXSeBU0i_ePq4azM54ubtQ,2.0
h_cY_qp2ZHuo85R36VA0HQ,4.0
WcMryUFQPGpEt_5RR2hvwQ,4.0
lWuXy5UZNbxJ1619e9codg,1.0
3giD_YXL31sEveiBOWdrjw,3.0
3ttMHGwASETwR5npVzZOEA,5.0
vHMYjdDoVW9RC_qpDHU5Og,2.0
gsIDOyi_ZzyaJlaIQAGDvA,5.0
fBzimcHcu_bh2Vg8lX3OXQ,1.0
YMum2d_nZnndNhQnxODv0w,4.0
VkcnbeR-gGHi_idOHQfL1A,4.0
M2wf6by85wJMpzkSHJFwyg,2.0
ONtizSAqCTVtsZG9QcY7VQ,2.0
4Ap_LifsZSvGlbps-kwdtQ,4.0
7iO9oSXBvutzUnr1c1wesw,4.0
vZj__5dvHN2kVhDcBSx9gw,2.0
dZbFdt5XQ_0OWh8Lvy0H1A,2.0
6Uo7sWtFGeSvA_MdVNqfXA,5.0
AGcVE16BSSsJIBG3rGOIuA,4.0
AG4vp4zf8Q6SSsAzsZ_crQ,3.0
4zFBWySpiahPqaVPzMetPg,4.0
9n9uaTNwhCOBzIkz9p0rXQ,3.0
lratyVl_WmJBHa47S1v_iQ,4.0
Pl7fVw3Qc-kFEtiKWsWq2w,5.0
D-5wjxHL_UXD9udhwFs5fw,5.0
6BCkWDGFWr_RbQsdxJ4Krw,4.0
W9t5byqw0sLDM29ibuE5lw,3.0
Ywb1ahp3rbXMdA_vUtk4xA,3.0
v258QCKvTDFJI3y5z-P5bA,3.0
CNFKRHRXC54s1KsGQfo3sA,2.0
jq91S4PK_fzMDQnrZZSLqQ,5.0
ovVcPQ6kDwJmlJVwKAPbwA,3.0
8HIn4BUBEa_Cx80I3didcQ,5.0
CKRXPuUtAWcH_H3CmD2VNw,4.0
R6wg0TPcU8Qd_gvC4YriJw,5.0
6oxaW2hAyFbmPU5esQ1U1w,5.0
IyD2yrYndQ1wwZUsvGmG2Q,4.0
QDwKGqi6_JPtCVFTK2Kz8w,2.0
r9-4xmtc6xZ_vqlNjm0tJw,4.0
QsANWxWij7p89LgyPGll5w,5.0
5dxTFJIqd80jF1KDcHoyNA,4.0
xiNvc63pLRz6lXgpfqiEmw,3.0
7P7bIVMj8_W8BbDM4BqqxA,1.0
X34X4QKfQopj3Fwm_a_O0w,4.0
-lrzA6IRMah3q6LMVlOfnA,1.0
wiZ-mWFrs7FhVBgcvgVmow,4.0
lljYnu3IfVGAkfkLXdGiGg,4.0
IHZAfZk6C8pBgNjzjgdMaA,4.0
ui8stcPx1hlB2lg84B_hlA,4.0
mpc-bjjqIgDAJisgSbo3qw,4.0
JJICn3qmHwPV7ILfz3cMjQ,5.0
JTEuUfuzWUawpVIPE2pCwg,2.0
hrg1i4gfmTagYZzYZbtHEQ,5.0
QP-MRjLq9524ejzy3IwEUg,2.0
Hg-dkw5gMn6hBTaiu-slrA,4.0
zL8nmVpLy21ENI99hB7G9w,3.0
z97YxW-epw_LSHodefe2fA,4.0
mjNFpsW6MIq4i_noS8xiqg,4.0
iTzi7cx37FEv_hoNhFGn1w,4.0
BlR_dDsdhN07YM_O4WDX1Q,5.0
LAtaW8oOxSnFyTI2r5eQyQ,3.0
iPRvQN6RXX-vUxuyKVKJRA,4.0
YnUU9dba6GcuARaszvjbVA,5.0
7enpZI3XVH7afOQXRb5psw,4.0
qahwZAYnpGg4cdik1NDgIw,4.0
XRNiCK-m-NxX3ZMPbhUQ0Q,5.0
LSKTZzodm36eDbeK-ou5SA,5.0
_bcOjrcwjEg73qEfYTMxTw,3.0
wkHxI6jCufB57J61xHUGkg,3.0
565XVVbJopYv-t3bN8RnCg,4.0
jIzAjQQoQIYZ_6QpXRkiEQ,3.0
odAWgKPzDBde3wyVaAme5g,5.0
WXbHZcezhVNhp7zQVYTVMQ,3.0
eNoUUVDp68LVOAUx3xKBOw,5.0
LMWvga-dyEJvuEIsnfKu_Q,5.0
enc6pSFiltufcpy0-6A9ng,2.0
AThJO2i3vtQbH1XlnQo_Nw,5.0
kQfNOXR2EFU2h5IW-2z-3Q,4.0
8M8wq5MdmKNoEBLMvV8HjA,5.0
-N_X04_7DGG4VitNWn2-LQ,4.0
baXXDW6GCjxCAkrrv86OxA,5.0
QUNl7lRm8IIdKbfeonB9iQ,1.0
TnBKNyAFpDNToMiAEzBjlA,4.0
O1Lmi70y4LPzg8khTnTVNA,5.0
aEhREIvsm79DvazPRSgXgA,5.0
ORPYunLFJ3x1vRkDzhx2tg,2.0
Ajgtq4kXE8sn__zOCTE8rA,3.0
jKrg1LicyGVpsUIvOEJbmg,4.0
dQPvQWemdSEtZ8TrP4jl6g,5.0
Ahn-Zz3V_bqKvxVZOMJCBg,4.0
UO2adbTh_zHGscT8gZbQeA,4.0
Y5mKEb9nVvthel8z-Gcumw,4.0
6o8RlDcT-i8_N2IXObSI9Q,3.0
ODD91K8YB7Zh_Kd7xhgrJg,5.0
LO6iXU4j11_zdtILByNvVA,4.0
MpoDx_THHxeOlWb9BF71pw,5.0
s0C0TWuzK_37iiY8_j131g,2.0
bJ9CIa6NFfePqJroqVq4_w,5.0
8bDroNvpceGe1q50XGZc6g,5.0
aAXe3gYYhXMwSeCzphiofg,5.0
NBc9qXYuJ9DwNVZevRlPbw,4.0
j-q_wk6K2zZgethr-Nhy3Q,3.0
1Ys8JZin7Eh1GwpO9H0Lpg,3.0
WP6D6rjtuUBExBcge1CvbQ,4.0
9HBtX0DhKYj1Vong22QulA,4.0
8mf7kk6XoFN5F90czSrhmA,4.0
-U-sRXlu-evcCW8AiMFPAw,5.0
r2UueZTE-GFQvAZQs4YZdA,3.0
aKGsoZFN9kgMw8FLw5y65A,2.0
q0rgNrhGcekHa5ETOzZhBw,5.0
MlQ6nE1t4APvI18nYqCEBg,4.0
T4UPO4UuBKwZnXf6VsFm4w,3.0
ZVc8mPgw80KzzZkoqYcS7Q,3.0
ipfm_OttELb_NdpZQoFECg,5.0
qCcN-VX18UB9Q_gIy4kyDA,4.0
r6YUZ6bvA-MHRmB09EG6tg,4.0
0h_NU90Gi0SyTxainKAT2w,4.0
B7fP_5iw8CTd49UCkVvb7w,4.0
NnxFqTUpDjocSNvRAj7fUA,5.0
sJkf6nmnN7jIAbo4QbOt2Q,4.0
HHR3vlnfGG71gBkC-ylTcQ,3.0
H2OOlVTnO4vw8_youVDFmw,3.0
D0JnsuzBc_xItr_R40oYzw,1.0
yCxU7f1iW0JOgrjtor-60w,4.0
EYOx1R7s54WPhOl_mqPLkg,3.0
NhidAaf6UCnnDcZCrGZBjA,2.0
w84QcugiQInDDpSWjf_s0A,3.0
XxkXp-qFuqE3cfBergJnfg,4.0
wGINlUBsJToqCwJEwTYjuA,4.0
d78v_6aqbz7E5iQw_YnRxA,5.0
SvJEnR74EPD1iLk0rMUGoA,4.0
uqpSweJoJ4Ehnf4gdT4yEw,2.0
xqH-eszXVhUgF1xuBLMLNg,2.0
YvZ0iBeqDy-ms-g9WsQpjw,2.0
RWY-K6ETFVgrUnwIbE-VdQ,4.0
dtxgScZc6xoFkg-GbaeDJg,4.0
UPYwqLVvZC5QpTzvooCzjw,4.0
l9NHLf-2ZKmL15tYdiJb-A,5.0
m1sNmiimyMd674mNs_cfvQ,5.0
V5atGUGyNioMrJkTa6zrVQ,2.0
sqIa935TAmCZaZEUrv7DRw,5.0
jK8cFLTHeDkSgymuQxFo3w,1.0
VPDPlxvituxsFH9tw7Dbdw,3.0
7aKpzpyOIE2ax4OkEfvAow,3.0
2ERWMueIYQZaZ0_qJ-n-Iw,4.0
kyMOLp53VhuSVgTqWSGCxA,5.0
cQbQ1EA6mv4vfj_gkjM3xw,3.0
yYuHcPPSuSzIRe9ymmvE_A,4.0
EdPc9f2wDtmpyk1aAx4jcA,4.0
avsdrLGGXzwRMhrWtChRFA,4.0
sFACb9sY3zwNYGEEMb3q0A,2.0
SC-YeMW41-0ZaYdIv4tiBA,5.0
8G63EFjJhGpPqIj0psB-aQ,3.0
PhR37WoSvuRlPGD76_PxMg,4.0
qCDdL-6tXDfnpFXxTS0TEA,4.0
yaOb-IgyMipgDSa1r0wmHw,2.0
-V6goY4QKN4SceQSYwnUkw,4.0
9ceRv2-G0dy71kxzue3lLw,3.0
J0EGS5cLzP09nyBEifEfMw,3.0
1s_JLBh4xAcRAQ4pOLLvBA,5.0
5sQ5mxVV_rLTyqIIhOlQuQ,3.0
cjrqfY9DKLu21yJwQwGa8w,4.0
r204Doz5HoPEbI4cVX-oGQ,4.0
66HQDlii1YJMDYsqnv8i8g,4.0
M_LNcuKkvBUhF303wbg4Aw,3.0
iu2SQhsO_V6JCPerFiDSgw,4.0
dgRwyuzLCCffbJqNwqAdwg,5.0
